Dataset Name,"Algorithm
Name","Cross Validation
[1-10]","Hyper-
Parameters
Values",Accuracy,TPR,TNR,Precision,AUC,Curve,Time train,Time test
contrac,Random Forest,0,{'n_estimators': 314  'min_samples_split': 10  'min_samples_leaf': 4  'max_features': 'sqrt'  'max_depth': 10  'bootstrap': True},0.554054054,0.530494246,0.232609983,0.554054054,0.648942132,0.7613132,62.14963675,0.06248498
contrac,Random Forest,1,{'n_estimators': 314  'min_samples_split': 10  'min_samples_leaf': 4  'max_features': 'sqrt'  'max_depth': 10  'bootstrap': True},0.560810811,0.521012584,0.234968063,0.560810811,0.643022261,0.7577402,61.78576517,0.062486649
contrac,Random Forest,2,{'n_estimators': 314  'min_samples_split': 10  'min_samples_leaf': 4  'max_features': 'sqrt'  'max_depth': 10  'bootstrap': True},0.574324324,0.515238095,0.223246991,0.574324324,0.645995552,0.7544306,64.40179515,0.062487602
contrac,Random Forest,3,{'n_estimators': 466  'min_samples_split': 10  'min_samples_leaf': 4  'max_features': 'sqrt'  'max_depth': 76  'bootstrap': True},0.571428571,0.549118116,0.213905591,0.571428571,0.667606262,0.75118315,62.77848935,0.078104496
contrac,Random Forest,4,{'n_estimators': 800  'min_samples_split': 5  'min_samples_leaf': 4  'max_features': 'sqrt'  'max_depth': 54  'bootstrap': True},0.510204082,0.4781234,0.258978569,0.510204082,0.609572415,0.74723184,63.57264543,0.124970913
contrac,Random Forest,5,{'n_estimators': 466  'min_samples_split': 10  'min_samples_leaf': 4  'max_features': 'sqrt'  'max_depth': 76  'bootstrap': True},0.551020408,0.521630875,0.23173756,0.551020408,0.644946657,0.7438861,62.62029719,0.078104734
contrac,Random Forest,6,{'n_estimators': 314  'min_samples_split': 10  'min_samples_leaf': 4  'max_features': 'sqrt'  'max_depth': 10  'bootstrap': True},0.557823129,0.535244922,0.23184255,0.557823129,0.651701186,0.74070156,62.17139149,0.062484264
contrac,Random Forest,7,{'n_estimators': 466  'min_samples_split': 10  'min_samples_leaf': 4  'max_features': 'sqrt'  'max_depth': 76  'bootstrap': True},0.523809524,0.52622911,0.237929586,0.523809524,0.644149762,0.7371725,62.3571198,0.078108311
contrac,Random Forest,8,{'n_estimators': 800  'min_samples_split': 5  'min_samples_leaf': 4  'max_features': 'sqrt'  'max_depth': 54  'bootstrap': True},0.56462585,0.538189511,0.229700855,0.56462585,0.654244328,0.73421735,63.99691558,0.15621233
contrac,Random Forest,9,{'n_estimators': 314  'min_samples_split': 10  'min_samples_leaf': 4  'max_features': 'sqrt'  'max_depth': 10  'bootstrap': True},0.557823129,0.5393534,0.227947218,0.557823129,0.655703091,0.73124635,62.19203496,0.062484741
dermatology,Random Forest,0,{'n_estimators': 314  'min_samples_split': 10  'min_samples_leaf': 4  'max_features': 'sqrt'  'max_depth': 10  'bootstrap': True},1,1,0,1,1,0.7317804,44.27991509,0.046864271
dermatology,Random Forest,1,{'n_estimators': 405  'min_samples_split': 10  'min_samples_leaf': 1  'max_features': 'sqrt'  'max_depth': 21  'bootstrap': False},0.972972973,0.96,0.00625,0.972972973,0,0.7322314,43.69606662,0.07810545
dermatology,Random Forest,2,{'n_estimators': 405  'min_samples_split': 10  'min_samples_leaf': 1  'max_features': 'sqrt'  'max_depth': 21  'bootstrap': False},0.945945946,0.944444444,0.011111111,0.945945946,0.966666667,0.7325998,44.63772082,0.078107595
dermatology,Random Forest,3,{'n_estimators': 405  'min_samples_split': 10  'min_samples_leaf': 1  'max_features': 'sqrt'  'max_depth': 21  'bootstrap': False},1,1,0,1,1,0.7331281,43.66235685,0.062486649
dermatology,Random Forest,4,{'n_estimators': 435  'min_samples_split': 10  'min_samples_leaf': 2  'max_features': 'auto'  'max_depth': 32  'bootstrap': False},0.972972973,0.981481481,0.005376344,0.972972973,0.988052569,0.7335737,43.96543527,0.062485456
dermatology,Random Forest,5,{'n_estimators': 709  'min_samples_split': 2  'min_samples_leaf': 1  'max_features': 'auto'  'max_depth': 65  'bootstrap': False},1,1,0,1,1,0.7340981,44.76214838,0.109349012
dermatology,Random Forest,6,{'n_estimators': 405  'min_samples_split': 10  'min_samples_leaf': 1  'max_features': 'sqrt'  'max_depth': 21  'bootstrap': False},1,1,0,1,1,0.7346063,43.67998362,0.062484741
dermatology,Random Forest,7,{'n_estimators': 405  'min_samples_split': 10  'min_samples_leaf': 1  'max_features': 'sqrt'  'max_depth': 21  'bootstrap': False},0.972222222,0.966666667,0.005050505,0.972222222,0.980808081,0.7350325,43.77316976,0.062484503
dermatology,Random Forest,8,{'n_estimators': 405  'min_samples_split': 10  'min_samples_leaf': 1  'max_features': 'sqrt'  'max_depth': 21  'bootstrap': False},0.972222222,0.958333333,0.005376344,0.972222222,0.976478495,0.73545706,44.69327593,0.062486649
dermatology,Random Forest,9,{'n_estimators': 405  'min_samples_split': 10  'min_samples_leaf': 1  'max_features': 'sqrt'  'max_depth': 21  'bootstrap': False},1,1,0,1,1,0.7359599,43.61823702,0.062485218
ecoli,Random Forest,0,{'n_estimators': 1378  'min_samples_split': 2  'min_samples_leaf': 1  'max_features': 'sqrt'  'max_depth': 76  'bootstrap': False},0.852941176,0.85,0.034656955,0.852941176,0,0.7360021,46.47799516,0.220977068
ecoli,Random Forest,1,{'n_estimators': 435  'min_samples_split': 10  'min_samples_leaf': 2  'max_features': 'auto'  'max_depth': 32  'bootstrap': False},0.852941176,0.806666667,0.036021505,0.852941176,0,0.7360442,45.10375571,0.078106403
ecoli,Random Forest,2,{'n_estimators': 405  'min_samples_split': 10  'min_samples_leaf': 1  'max_features': 'sqrt'  'max_depth': 21  'bootstrap': False},0.911764706,0,0.020774977,0.911764706,0,0.7362453,44.53175759,0.046863556
ecoli,Random Forest,3,{'n_estimators': 405  'min_samples_split': 10  'min_samples_leaf': 1  'max_features': 'sqrt'  'max_depth': 21  'bootstrap': False},0.941176471,0.8,0.01212522,0.941176471,0,0.73652506,44.19809103,0.04686451
ecoli,Random Forest,4,{'n_estimators': 435  'min_samples_split': 10  'min_samples_leaf': 2  'max_features': 'auto'  'max_depth': 32  'bootstrap': False},0.911764706,0.896428571,0.024814815,0.911764706,0,0.73672473,45.20521927,0.078107595
ecoli,Random Forest,5,{'n_estimators': 405  'min_samples_split': 10  'min_samples_leaf': 1  'max_features': 'sqrt'  'max_depth': 21  'bootstrap': False},0.852941176,0.825,0.032005417,0.852941176,0,0.7367657,44.1355474,0.04686451
ecoli,Random Forest,6,{'n_estimators': 435  'min_samples_split': 10  'min_samples_leaf': 2  'max_features': 'auto'  'max_depth': 32  'bootstrap': False},0.878787879,0.656140351,0.028409285,0.878787879,0,0.73687273,44.83577585,0.062485456
ecoli,Random Forest,7,{'n_estimators': 1378  'min_samples_split': 2  'min_samples_leaf': 1  'max_features': 'sqrt'  'max_depth': 76  'bootstrap': False},0.787878788,0,0.032020202,0.787878788,0,0.73674315,46.84872961,0.218699217
ecoli,Random Forest,8,{'n_estimators': 405  'min_samples_split': 10  'min_samples_leaf': 1  'max_features': 'sqrt'  'max_depth': 21  'bootstrap': False},0.878787879,0.864285714,0.033076923,0.878787879,0,0.73684996,48.12610102,0.078106642
ecoli,Random Forest,9,{'n_estimators': 709  'min_samples_split': 2  'min_samples_leaf': 1  'max_features': 'auto'  'max_depth': 65  'bootstrap': False},0.818181818,0.80952381,0.038658255,0.818181818,0,0.7367995,44.90471387,0.140592098
energy-y1,Random Forest,0,{'n_estimators': 435  'min_samples_split': 10  'min_samples_leaf': 2  'max_features': 'auto'  'max_depth': 32  'bootstrap': False},0.987012987,0.988505747,0.005649718,0.987012987,0.991428015,0.737874,45.18732333,0.078106165
energy-y1,Random Forest,1,{'n_estimators': 466  'min_samples_split': 10  'min_samples_leaf': 4  'max_features': 'sqrt'  'max_depth': 76  'bootstrap': True},0.922077922,0.892951775,0.042901235,0.922077922,0.92502527,0.7385499,45.82566833,0.078105688
energy-y1,Random Forest,2,{'n_estimators': 10  'min_samples_split': 5  'min_samples_leaf': 2  'max_features': 'sqrt'  'max_depth': 87  'bootstrap': False},0.961038961,0.916666667,0.021938776,0.961038961,0.947363946,0.7394526,43.82864785,0
energy-y1,Random Forest,3,{'n_estimators': 1378  'min_samples_split': 2  'min_samples_leaf': 1  'max_features': 'sqrt'  'max_depth': 76  'bootstrap': False},0.948051948,0.961111111,0.02020202,0.948051948,0.970454545,0.7402704,47.25360417,0.218698025
energy-y1,Random Forest,4,{'n_estimators': 405  'min_samples_split': 10  'min_samples_leaf': 1  'max_features': 'sqrt'  'max_depth': 21  'bootstrap': False},0.961038961,0.944444444,0.021295475,0.961038961,0.961574485,0.741158,45.23430037,0.062485218
energy-y1,Random Forest,5,{'n_estimators': 435  'min_samples_split': 10  'min_samples_leaf': 2  'max_features': 'auto'  'max_depth': 32  'bootstrap': False},0.974025974,0.948717949,0.010752688,0.974025974,0.96898263,0.74211484,44.17715406,0.062483549
energy-y1,Random Forest,6,{'n_estimators': 10  'min_samples_split': 5  'min_samples_leaf': 2  'max_features': 'sqrt'  'max_depth': 87  'bootstrap': False},0.987012987,0.988505747,0.005128205,0.987012987,0.991688771,0.7431399,43.94037199,0
energy-y1,Random Forest,7,{'n_estimators': 435  'min_samples_split': 10  'min_samples_leaf': 2  'max_features': 'auto'  'max_depth': 32  'bootstrap': False},0.961038961,0.923076923,0.017857143,0.961038961,0.95260989,0.74400455,44.6934123,0.078105927
energy-y1,Random Forest,8,{'n_estimators': 314  'min_samples_split': 10  'min_samples_leaf': 4  'max_features': 'sqrt'  'max_depth': 10  'bootstrap': True},0.986842105,0.958333333,0.00877193,0.986842105,0.974780702,0.74499923,44.14134884,0.046863317
energy-y1,Random Forest,9,{'n_estimators': 435  'min_samples_split': 10  'min_samples_leaf': 2  'max_features': 'auto'  'max_depth': 32  'bootstrap': False},0.934210526,0.888888889,0.036337209,0.934210526,0.92627584,0.7456841,44.27888322,0.078107595
energy-y2,Random Forest,0,{'n_estimators': 800  'min_samples_split': 5  'min_samples_leaf': 4  'max_features': 'sqrt'  'max_depth': 54  'bootstrap': True},0.87012987,0.846491228,0.0604728,0.87012987,0.893009214,0.74600154,45.81430411,0.124969006
energy-y2,Random Forest,1,{'n_estimators': 800  'min_samples_split': 5  'min_samples_leaf': 4  'max_features': 'sqrt'  'max_depth': 54  'bootstrap': True},0.87012987,0.847619048,0.061507937,0.87012987,0.893055556,0.74631643,45.15729785,0.124970436
energy-y2,Random Forest,2,{'n_estimators': 466  'min_samples_split': 10  'min_samples_leaf': 4  'max_features': 'sqrt'  'max_depth': 76  'bootstrap': True},0.922077922,0.899277326,0.033898305,0.922077922,0.932689511,0.74692655,44.84270144,0.078106642
energy-y2,Random Forest,3,{'n_estimators': 1226  'min_samples_split': 10  'min_samples_leaf': 4  'max_features': 'sqrt'  'max_depth': 65  'bootstrap': True},0.935064935,0.91859858,0.031947024,0.935064935,0.943325778,0.7476058,47.21272421,0.189827204
energy-y2,Random Forest,4,{'n_estimators': 435  'min_samples_split': 10  'min_samples_leaf': 2  'max_features': 'auto'  'max_depth': 32  'bootstrap': False},0.961038961,0.956365272,0.017241379,0.961038961,0.969561946,0.74842715,44.91057611,0.07810688
energy-y2,Random Forest,5,{'n_estimators': 314  'min_samples_split': 10  'min_samples_leaf': 4  'max_features': 'sqrt'  'max_depth': 10  'bootstrap': True},0.909090909,0.872222222,0.051020023,0.909090909,0.9106011,0.74894756,46.89089656,0.062485218
energy-y2,Random Forest,6,{'n_estimators': 314  'min_samples_split': 10  'min_samples_leaf': 4  'max_features': 'sqrt'  'max_depth': 10  'bootstrap': True},0.909090909,0.893162393,0.042206713,0.909090909,0.92547784,0.74946356,45.39118409,0.062489271
energy-y2,Random Forest,7,{'n_estimators': 466  'min_samples_split': 10  'min_samples_leaf': 4  'max_features': 'sqrt'  'max_depth': 76  'bootstrap': True},0.831168831,0.786111111,0.07805973,0.831168831,0.85402569,0.74953765,45.59014368,0.078107357
energy-y2,Random Forest,8,{'n_estimators': 1378  'min_samples_split': 2  'min_samples_leaf': 1  'max_features': 'sqrt'  'max_depth': 76  'bootstrap': False},0.960526316,0.955903272,0.017857143,0.960526316,0.969023064,0.75032467,46.30833268,0.234320164
energy-y2,Random Forest,9,{'n_estimators': 314  'min_samples_split': 10  'min_samples_leaf': 4  'max_features': 'sqrt'  'max_depth': 10  'bootstrap': True},0.934210526,0.912280702,0.029239766,0.934210526,0.941520468,0.7509606,44.60940433,0.046863556
flags,Random Forest,0,{'n_estimators': 405  'min_samples_split': 10  'min_samples_leaf': 1  'max_features': 'sqrt'  'max_depth': 21  'bootstrap': False},0.55,0.533333333,0.092707258,0.55,0,0.75052935,44.5706346,0.062487125
flags,Random Forest,1,{'n_estimators': 1043  'min_samples_split': 2  'min_samples_leaf': 1  'max_features': 'sqrt'  'max_depth': 21  'bootstrap': False},0.65,0,0.057236842,0.65,0,0.75024354,45.89748907,0.171833754
flags,Random Forest,2,{'n_estimators': 1043  'min_samples_split': 2  'min_samples_leaf': 1  'max_features': 'sqrt'  'max_depth': 21  'bootstrap': False},0.85,0,0.027941176,0.85,0,0.75024694,46.60653496,0.156213999
flags,Random Forest,3,{'n_estimators': 1378  'min_samples_split': 2  'min_samples_leaf': 1  'max_features': 'sqrt'  'max_depth': 76  'bootstrap': False},0.65,0,0.077777778,0.65,0,0.74996215,47.09537935,0.218698978
flags,Random Forest,4,{'n_estimators': 709  'min_samples_split': 2  'min_samples_leaf': 1  'max_features': 'auto'  'max_depth': 65  'bootstrap': False},0.789473684,0.666666667,0.044607843,0.789473684,0,0.7498829,44.5620594,0.109349489
flags,Random Forest,5,{'n_estimators': 709  'min_samples_split': 2  'min_samples_leaf': 1  'max_features': 'auto'  'max_depth': 65  'bootstrap': False},0.736842105,0.597222222,0.053561254,0.736842105,0,0.7497319,44.25141549,0.109348297
flags,Random Forest,6,{'n_estimators': 1378  'min_samples_split': 2  'min_samples_leaf': 1  'max_features': 'sqrt'  'max_depth': 76  'bootstrap': False},0.526315789,0,0.087865497,0.526315789,0,0.7492938,46.06081843,0.21869874
flags,Random Forest,7,{'n_estimators': 1043  'min_samples_split': 2  'min_samples_leaf': 1  'max_features': 'sqrt'  'max_depth': 21  'bootstrap': False},0.789473684,0.67,0.052619048,0.789473684,0,0.7492154,45.20946908,0.156214952
flags,Random Forest,8,{'n_estimators': 1043  'min_samples_split': 2  'min_samples_leaf': 1  'max_features': 'sqrt'  'max_depth': 21  'bootstrap': False},0.473684211,0,0.073922551,0.473684211,0,0.7487073,44.09689879,0.156224489
flags,Random Forest,9,{'n_estimators': 1043  'min_samples_split': 2  'min_samples_leaf': 1  'max_features': 'sqrt'  'max_depth': 21  'bootstrap': False},0.631578947,0,0.068208204,0.631578947,0,0.74841493,45.75521278,0.171834946
glass,Random Forest,0,{'n_estimators': 405  'min_samples_split': 10  'min_samples_leaf': 1  'max_features': 'sqrt'  'max_depth': 21  'bootstrap': False},0.772727273,0.615079365,0.058730159,0.772727273,0.778174603,0.74831754,45.56326056,0.078105211
glass,Random Forest,1,{'n_estimators': 10  'min_samples_split': 5  'min_samples_leaf': 2  'max_features': 'sqrt'  'max_depth': 87  'bootstrap': False},0.727272727,0.783333333,0.074206349,0.727272727,0,0.748149,43.53232336,0.015623331
glass,Random Forest,2,{'n_estimators': 1043  'min_samples_split': 2  'min_samples_leaf': 1  'max_features': 'sqrt'  'max_depth': 21  'bootstrap': False},0.727272727,0.809259259,0.064856712,0.727272727,0.872201274,0.7479808,46.93054461,0.174059629
glass,Random Forest,3,{'n_estimators': 1043  'min_samples_split': 2  'min_samples_leaf': 1  'max_features': 'sqrt'  'max_depth': 21  'bootstrap': False},0.772727273,0,0.057575758,0.772727273,0,0.7478842,46.72700572,0.156213999
glass,Random Forest,4,{'n_estimators': 435  'min_samples_split': 10  'min_samples_leaf': 2  'max_features': 'auto'  'max_depth': 32  'bootstrap': False},0.666666667,0,0.078144078,0.666666667,0,0.7476338,44.87274456,0.06248498
glass,Random Forest,5,{'n_estimators': 1378  'min_samples_split': 2  'min_samples_leaf': 1  'max_features': 'sqrt'  'max_depth': 76  'bootstrap': False},0.904761905,0.875,0.021708683,0.904761905,0.926645658,0.7477393,46.85126209,0.203079462
glass,Random Forest,6,{'n_estimators': 709  'min_samples_split': 2  'min_samples_leaf': 1  'max_features': 'auto'  'max_depth': 65  'bootstrap': False},0.619047619,0,0.08047508,0.619047619,0,0.7474187,46.49929404,0.12497139
glass,Random Forest,7,{'n_estimators': 709  'min_samples_split': 2  'min_samples_leaf': 1  'max_features': 'auto'  'max_depth': 65  'bootstrap': False},0.714285714,0.621428571,0.168831169,0.714285714,0,0.7472406,45.90813875,0.109347343
glass,Random Forest,8,{'n_estimators': 1378  'min_samples_split': 2  'min_samples_leaf': 1  'max_features': 'sqrt'  'max_depth': 76  'bootstrap': False},0.761904762,0.81547619,0.085714286,0.761904762,0,0.74713373,47.12708068,0.218700647
glass,Random Forest,9,{'n_estimators': 405  'min_samples_split': 10  'min_samples_leaf': 1  'max_features': 'sqrt'  'max_depth': 21  'bootstrap': False},0.80952381,0.796296296,0.037268519,0.80952381,0.879513889,0.7470978,47.41435742,0.078106165
heart-va,Random Forest,0,{'n_estimators': 405  'min_samples_split': 10  'min_samples_leaf': 1  'max_features': 'sqrt'  'max_depth': 21  'bootstrap': False},0.45,0.389047619,0.146447964,0.45,0.621299828,0.746564,45.03244472,0.06248498
heart-va,Random Forest,1,{'n_estimators': 405  'min_samples_split': 10  'min_samples_leaf': 1  'max_features': 'sqrt'  'max_depth': 21  'bootstrap': False},0.4,0.291666667,0.162990196,0.4,0.564338235,0.74596095,43.15826154,0.062484264
heart-va,Random Forest,2,{'n_estimators': 1378  'min_samples_split': 2  'min_samples_leaf': 1  'max_features': 'sqrt'  'max_depth': 76  'bootstrap': False},0.3,0.236666667,0.178625117,0.3,0.529020775,0.7452188,46.55993986,0.234318972
heart-va,Random Forest,3,{'n_estimators': 314  'min_samples_split': 10  'min_samples_leaf': 4  'max_features': 'sqrt'  'max_depth': 10  'bootstrap': True},0.35,0.447916667,0.215029762,0.35,0,0.74454886,44.69067192,0.04686594
heart-va,Random Forest,4,{'n_estimators': 709  'min_samples_split': 2  'min_samples_leaf': 1  'max_features': 'auto'  'max_depth': 65  'bootstrap': False},0.5,0.547619048,0.160633484,0.5,0,0.7440913,43.55766702,0.164402723
heart-va,Random Forest,5,{'n_estimators': 314  'min_samples_split': 10  'min_samples_leaf': 4  'max_features': 'sqrt'  'max_depth': 10  'bootstrap': True},0.25,0.213333333,0.192492997,0.25,0.510420168,0.74328446,44.02252269,0.062483072
heart-va,Random Forest,6,{'n_estimators': 405  'min_samples_split': 10  'min_samples_leaf': 1  'max_features': 'sqrt'  'max_depth': 21  'bootstrap': False},0.4,0.342380952,0.152038382,0.4,0.595171285,0.74268967,44.21142507,0.062487602
heart-va,Random Forest,7,{'n_estimators': 466  'min_samples_split': 10  'min_samples_leaf': 4  'max_features': 'sqrt'  'max_depth': 76  'bootstrap': True},0.3,0.322222222,0.247950089,0.3,0,0.7419567,43.52624393,0.109348536
heart-va,Random Forest,8,{'n_estimators': 709  'min_samples_split': 2  'min_samples_leaf': 1  'max_features': 'auto'  'max_depth': 65  'bootstrap': False},0.15,0.128571429,0.232635747,0.15,0.447967841,0.7410167,44.96866226,0.15621376
heart-va,Random Forest,9,{'n_estimators': 1226  'min_samples_split': 10  'min_samples_leaf': 4  'max_features': 'sqrt'  'max_depth': 65  'bootstrap': True},0.3,0.332142857,0.187089519,0.3,0.572526669,0.7402881,47.34221745,0.203076124
iris,Random Forest,0,{'n_estimators': 10  'min_samples_split': 5  'min_samples_leaf': 2  'max_features': 'sqrt'  'max_depth': 87  'bootstrap': False},0.933333333,0.958333333,0.03030303,0.933333333,0.964015152,0.74041593,40.07108259,0
iris,Random Forest,1,{'n_estimators': 405  'min_samples_split': 10  'min_samples_leaf': 1  'max_features': 'sqrt'  'max_depth': 21  'bootstrap': False},1,1,0,1,1,0.74061316,41.97679186,0.062485933
iris,Random Forest,2,{'n_estimators': 1226  'min_samples_split': 10  'min_samples_leaf': 4  'max_features': 'sqrt'  'max_depth': 65  'bootstrap': True},0.933333333,0.933333333,0.041666667,0.933333333,0.945833333,0.74074066,44.02618313,0.203077078
iris,Random Forest,3,{'n_estimators': 405  'min_samples_split': 10  'min_samples_leaf': 1  'max_features': 'sqrt'  'max_depth': 21  'bootstrap': False},0.933333333,0.916666667,0.03030303,0.933333333,0.943181818,0.740868,40.37165213,0.062485218
iris,Random Forest,4,{'n_estimators': 1378  'min_samples_split': 2  'min_samples_leaf': 1  'max_features': 'sqrt'  'max_depth': 76  'bootstrap': False},1,1,0,1,1,0.74106437,43.20187759,0.203079224
iris,Random Forest,5,{'n_estimators': 405  'min_samples_split': 10  'min_samples_leaf': 1  'max_features': 'sqrt'  'max_depth': 21  'bootstrap': False},1,1,0,1,1,0.7412605,41.02956414,0.062485218
iris,Random Forest,6,{'n_estimators': 1378  'min_samples_split': 2  'min_samples_leaf': 1  'max_features': 'sqrt'  'max_depth': 76  'bootstrap': False},1,1,0,1,1,0.74145645,42.75075793,0.234322548
iris,Random Forest,7,{'n_estimators': 314  'min_samples_split': 10  'min_samples_leaf': 4  'max_features': 'sqrt'  'max_depth': 10  'bootstrap': True},0.866666667,0.866666667,0.060606061,0.866666667,0.903030303,0.74151355,41.81559038,0.156213284
iris,Random Forest,8,{'n_estimators': 10  'min_samples_split': 5  'min_samples_leaf': 2  'max_features': 'sqrt'  'max_depth': 87  'bootstrap': False},0.866666667,0.916666667,0.060606061,0.866666667,0.928030303,0.74157065,40.42545366,0
iris,Random Forest,9,{'n_estimators': 405  'min_samples_split': 10  'min_samples_leaf': 1  'max_features': 'sqrt'  'max_depth': 21  'bootstrap': False},1,1,0,1,1,0.7417658,41.28592849,0.062483072
